Kelas,Hari,Jam,WaktuMulai,WaktuSelesai,Kind,MataPelajaran,Guru,Ruang
XI MP 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI MP 2,Jumat,2-3-4,07:30,09:00,CLASS,Bahasa Indonesia,"Purwati,S.Pd",R 7
XI MP 2,Jumat,5-6,09:00,10:20,CLASS,Bahasa Inggris,"Komariyah, S.Pd",R 7
XI MP 2,Jumat,7-8-9-10,10:20,14:00,CLASS,Konsentrasi MP,"Sunarti, S.Pd",Lab. AP BAWAH
XI MP 2,Jumat,11-12,14:00,15:00,CLASS,BK,"Siti Maisaroh, S.Pd",R 7
XI MP 3,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI MP 3,Senin,2-3-4,07:40,09:40,CLASS,Matematika,"Rulik Indrawati, S.Pd",R 8
XI MP 3,Senin,5-6,10:00,11:20,CLASS,Bahasa Jepang,"Sulistyowati, SS",R 8
XI MP 3,Senin,7-8-9-10,11:20,15:00,CLASS,Konsentrasi MP,"Titik Samsistini, S.Pd",Lab. AP ATAS
XI MP 3,Selasa,1-2-3,07:00,09:00,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan",Dra. Susakti Yuharini,R 8
XI MP 3,Selasa,4-5-6,09:00,11:20,CLASS,Bahasa Indonesia,"Endang Safitri, S.Pd",R 8
XI MP 3,Selasa,7-8,11:20,13:40,CLASS,Konsentrasi MP,"Titik Samsistini, S.Pd",Lab. AP ATAS
XI MP 3,Selasa,9-10,13:40,15:00,CLASS,Konsentrasi MP,"Titik Samsistini, S.Pd",Lab. AP ATAS
XI MP 3,Rabu,1-2,07:00,08:20,CLASS,PJOK,"Zainul Arifin,S.Pd",Lapangan
XI MP 3,Rabu,3-4-5-6,08:20,11:20,CLASS,Konsentrasi MP,"Titik Samsistini, S.Pd",Lab. AP ATAS
XI MP 3,Rabu,7-8,11:20,13:40,CLASS,Bahasa Inggris,"Andri Retno Yuli Astuti, S.Pd",R 8
XI MP 3,Rabu,9-10,13:40,15:00,CLASS,Pendidikan Pancasila,"Abdul Rohman, S.Pd",R 8
XI MP 3,Kamis,1-2-3,07:00,09:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Fitria Diah Ayu Hartati, S.Pd",R 8
XI MP 3,Kamis,4-5-6,09:00,11:20,CLASS,Konsentrasi MP,"Titik Samsistini, S.Pd",Lab. AP ATAS
XI MP 3,Kamis,7-8,11:20,13:40,CLASS,BK,"Veronica Damay Rulitasari, S.Pd",R 8
XI MP 3,Kamis,9-10,13:40,15:00,CLASS,Mapel Pilihan MP,"Tutut Sriatin, S.Pd",R 8
XI MP 3,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI MP 3,Jumat,2-3,07:30,08:30,CLASS,Sejarah,Dra. Anik Indriani,R 8
XI MP 3,Jumat,4-5,08:30,09:30,CLASS,Bahasa Jawa,"Rizki Putri Wulandari, S.Pd",R 8
XI MP 3,Jumat,6-7,09:50,10:50,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan",Dra. Susakti Yuharini,R 8
XI MP 3,Jumat,8-9-10,10:50,14:00,CLASS,Konsentrasi MP,"Titik Samsistini, S.Pd",Lab. AP ATAS
XI MP 3,Jumat,11-12,14:00,15:00,CLASS,Bahasa Inggris,"Andri Retno Yuli Astuti, S.Pd",R 8
XI MP 4,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI MP 4,Senin,2-3-4-5,07:40,10:40,CLASS,Konsentrasi MP,"Mega Mahardika, S.Pd",Lab. AP ATAS
XI MP 4,Senin,6-7,10:40,12:00,CLASS,BK,"Veronica Damay Rulitasari, S.Pd",R 9
XI MP 4,Senin,8-9-10,13:00,15:00,CLASS,Matematika,"Rulik Indrawati, S.Pd",R 9
XI MP 4,Selasa,1-2-3-4,07:00,09:40,CLASS,Konsentrasi MP,"Mega Mahardika, S.Pd",Lab. AP ATAS
XI MP 4,Selasa,5-6,10:00,11:20,CLASS,Sejarah,Dra. Anik Indriani,R 9
XI MP 4,Selasa,7-8,11:20,13:40,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",R 9
XI MP 4,Selasa,9-10,13:40,15:00,CLASS,Bahasa Jawa,"Rizki Putri Wulandari, S.Pd",R 9
XI MP 4,Rabu,1-2,07:00,08:20,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",R 9
XI MP 4,Rabu,3-4-5,08:20,10:40,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan",Dra. Susakti Yuharini,R 9
XI MP 4,Rabu,6-7,10:40,12:00,CLASS,PJOK,"Zainul Arifin,S.Pd",Lapangan
XI MP 4,Rabu,8-9-10,13:00,15:00,CLASS,Konsentrasi MP,"Mega Mahardika, S.Pd",Lab. AP ATAS
XI MP 4,Kamis,1-2-3,07:00,09:00,CLASS,Konsentrasi MP,"Mega Mahardika, S.Pd",Lab. AP ATAS
XI MP 4,Kamis,4-5,09:00,10:40,CLASS,Mapel Pilihan MP,"Tutut Sriatin, S.Pd",R 9
XI MP 4,Kamis,6-7,10:40,12:00,CLASS,Bahasa Jepang,"Sulistyowati, SS",R 9
XI MP 4,Kamis,8-9-10,13:00,15:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Alfinu Farikh Abdillah, S.Pd.I",R 9
XI MP 4,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI MP 4,Jumat,2-3,07:30,08:30,CLASS,Pendidikan Pancasila,"Abdul Rohman, S.Pd",R 9
XI MP 4,Jumat,4-5,08:30,09:30,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan",Dra. Susakti Yuharini,R 9
XI MP 4,Jumat,6-7,09:50,10:50,CLASS,Konsentrasi MP,"Mega Mahardika, S.Pd",Lab. AP ATAS
XI MP 4,Jumat,8-9-10,10:50,14:00,CLASS,Bahasa Indonesia,"Endang Safitri, S.Pd",R 9
XI MP 4,Jumat,11-12,14:00,15:00,CLASS,Konsentrasi MP,"Mega Mahardika, S.Pd",Lab. AP ATAS
XI AK 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI AK 1,Senin,2-3,07:40,09:00,CLASS,Konsentrasi AK,"Kasmi, S.Pd., M.Pd",R 5
XI AK 1,Senin,4-5,09:00,10:40,CLASS,Sejarah,Dra. Anik Indriani,R 5
XI AK 1,Senin,6-7-8,10:40,13:40,CLASS,Matematika,"Eko Saputro, S.Pd",R 5
XI AK 1,Senin,9-10,13:40,15:00,CLASS,Bahasa Jawa,"Muhammad Fajar Assidiqi, S.Pd",R 5
XI AK 1,Selasa,1-2,07:00,08:20,CLASS,PJOK,"Agus Fahruddy, S.Pd., M.Pd",Lapangan
XI AK 1,Selasa,3-4,08:20,09:40,CLASS,BK,"Astra Bella Flamboyan, S.Psi",R 5
XI AK 1,Selasa,5-6-7-8-9-10,10:00,15:00,CLASS,Konsentrasi AK,"Indayah, S.Pd., M.Pd",Lab. AK BAWAH
XI AK 1,Rabu,1-2,07:00,08:20,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 5
XI AK 1,Rabu,3-4,08:20,09:40,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 5
XI AK 1,Rabu,5-6,10:00,11:20,CLASS,Bahasa Jepang,"Sulistyowati, SS",R 5
XI AK 1,Rabu,7-8-9-10,11:20,15:00,CLASS,Konsentrasi AK,"Septiani, S.Pd.,M.Pd",R 5
XI AK 1,Kamis,1-2-3,07:00,09:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Alfinu Farikh Abdillah, S.Pd.I",R 5
XI AK 1,Kamis,4-5,09:00,10:40,CLASS,Konsentrasi AK,"Agustina Mardika Rini, S.Pd.,M.Pd",R 5
XI AK 1,Kamis,6-7-8-9-10,10:40,15:00,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Kasmi, S.Pd., M.Pd",Lab. AK BAWAH
XI AK 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI AK 1,Jumat,2-3,07:30,08:30,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 5
XI AK 1,Jumat,4-5-6-7,08:30,10:50,CLASS,Konsentrasi AK,"Dyah Esti Rahayu, S.Pd",Lab. AK BAWAH
XI AK 1,Jumat,8-9-10,10:50,14:00,CLASS,Bahasa Indonesia,"Winartin, S.Pd",R 5
XI AK 1,Jumat,11-12,14:00,15:00,CLASS,Mapel Pilihan AK,"Yuli Ratnasari, S.Pd",R 5
XI AK 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI AK 2,Senin,2-3-4-5,07:40,10:40,CLASS,Konsentrasi AK,"Dyah Esti Rahayu, S.Pd",Lab. AK BAWAH
XI AK 2,Senin,6-7-8,10:40,13:40,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Alfinu Farikh Abdillah, S.Pd.I",R 62
XI AK 2,Senin,9-10,13:40,15:00,CLASS,Bahasa Jepang,"Sulistyowati, SS",R 62
XI AK 2,Selasa,1-2,07:00,08:20,CLASS,Sejarah,Dra. Anik Indriani,R 62
XI AK 2,Selasa,3-4,08:20,09:40,CLASS,PJOK,"Agus Fahruddy, S.Pd., M.Pd",LAP
XI AK 2,Selasa,5-6,10:00,11:20,CLASS,Mapel Pilihan AK,"Yuli Ratnasari, S.Pd",R 62
XI AK 2,Selasa,7-8-9-10,11:20,15:00,CLASS,Konsentrasi AK,"Yuli Ratnasari, S.Pd",R 62
XI AK 2,Rabu,1-2-3-4-5-6,07:00,11:20,CLASS,Konsentrasi AK,"Pipit Ambarwati, S.Pd",Lab. AK BAWAH
XI AK 2,Rabu,7-8,11:20,13:40,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 62
XI AK 2,Rabu,9-10,13:40,15:00,CLASS,Bahasa Jawa,"Muhammad Fajar Assidiqi, S.Pd",R 62
XI AK 2,Kamis,1-2-3-4-5,07:00,10:40,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Kasmi, S.Pd., M.Pd",Lab. AK BAWAH
XI AK 2,Kamis,6-7-8,10:40,13:40,CLASS,Bahasa Indonesia,"Winartin, S.Pd",R 62
XI AK 2,Kamis,9-10,13:40,15:00,CLASS,Konsentrasi AK,"Setiyo Winarko, S.Pd",R 62
XI AK 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI AK 2,Jumat,2-3,07:30,08:30,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 62
XI AK 2,Jumat,4-5-6,08:30,10:20,CLASS,Matematika,"Ajeng Okvitasari, S.Pd",R 62
XI AK 2,Jumat,7-8,10:20,11:20,CLASS,Bahasa Inggris,"Agus Muharyanto, M.Pd",R 62
XI AK 2,Jumat,9-10,13:00,14:00,CLASS,Konsentrasi AK,"Kasmi, S.Pd., M.Pd",R 62
XI AK 2,Jumat,11-12,14:00,15:00,CLASS,BK,"Winarsih, S.Pd, M.Pd",R 62
XI AK 3,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI AK 3,Senin,2-3-4,07:40,09:40,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Alfinu Farikh Abdillah, S.Pd.I",R 63
XI AK 3,Senin,5-6,10:00,11:20,CLASS,PJOK,"Agus Fahruddy, S.Pd., M.Pd",LAP
XI AK 3,Senin,7-8-9-10,11:20,15:00,CLASS,Konsentrasi AK,"Atih Wilupi, S.E, M.Pd",R 63
XI AK 3,Selasa,1-2-3,07:00,09:00,CLASS,Bahasa Indonesia,"Winartin, S.Pd",R 63
XI AK 3,Selasa,4-5-6-7-8,09:00,13:40,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Ninik Sriwidayati, S.Pd.,M.Pd",Lab. AK ATAS
XI AK 3,Selasa,9-10,13:40,15:00,CLASS,Konsentrasi AK,"Setiyo Winarko, S.Pd",R 63
XI AK 3,Rabu,1-2-3-4-5-6,07:00,11:20,CLASS,Konsentrasi AK,"Atih Wilupi, S.E, M.Pd",Lab. AK ATAS
XI AK 3,Rabu,7-8,11:20,13:40,CLASS,Mapel Pilihan AK,"Yuli Ratnasari, S.Pd",R 63
XI AK 3,Rabu,9-10,13:40,15:00,CLASS,Bahasa Jawa,"Rizki Putri Wulandari, S.Pd",R 63
XI AK 3,Kamis,1-2,07:00,08:20,CLASS,Sejarah,Dra. Anik Indriani,R 63
XI AK 3,Kamis,3-4,08:20,09:40,CLASS,Bahasa Jepang,"Sulistyowati, SS",R 63
XI AK 3,Kamis,5-6-7-8,10:00,13:40,CLASS,Konsentrasi AK,"Dyah Esti Rahayu, S.Pd",Lab. AK ATAS
XI AK 3,Kamis,9-10,13:40,15:00,CLASS,Bahasa Inggris,"Andri Retno Yuli Astuti, S.Pd",R 63
XI AK 3,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI AK 3,Jumat,2-3-4,07:30,09:00,CLASS,Matematika,"Arvia Rienetasary, S.Pd",R 63
XI AK 3,Jumat,5-6,09:00,10:20,CLASS,Konsentrasi AK,"Indayah, S.Pd., M.Pd",R 63
XI AK 3,Jumat,7-8,10:20,11:20,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 63
XI AK 3,Jumat,9-10,13:00,14:00,CLASS,Bahasa Inggris,"Andri Retno Yuli Astuti, S.Pd",R 63
XI AK 3,Jumat,11-12,14:00,15:00,CLASS,BK,"Nur Eko Wahyuningsih, S.Pd",R 63
XI AK 4,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI AK 4,Senin,2-3-4-5-6,07:40,11:20,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Ninik Sriwidayati, S.Pd.,M.Pd",Lab. AK ATAS
XI AK 4,Senin,7-8,11:20,13:40,CLASS,Bahasa Jepang,"Sulistyowati, SS",R 64
XI AK 4,Senin,9-10,13:40,15:00,CLASS,Bahasa Inggris,"Andri Retno Yuli Astuti, S.Pd",R 64
XI AK 4,Selasa,1-2,07:00,08:20,CLASS,Mapel Pilihan AK,"Yuli Ratnasari, S.Pd",R 64
XI AK 4,Selasa,3-4,08:20,09:40,CLASS,Sejarah,Dra. Anik Indriani,R 64
XI AK 4,Selasa,5-6,10:00,11:20,CLASS,BK,"Nur Eko Wahyuningsih, S.Pd",R 64
XI AK 4,Selasa,7-8-9-10,11:20,15:00,CLASS,Konsentrasi AK,"Atih Wilupi, S.E, M.Pd",R 64
XI AK 4,Rabu,1-2,07:00,08:20,CLASS,Bahasa Jawa,"Rizki Putri Wulandari, S.Pd",R 64
XI AK 4,Rabu,3-4,08:20,09:40,CLASS,Bahasa Inggris,"Andri Retno Yuli Astuti, S.Pd",R 64
XI AK 4,Rabu,5-6,10:00,11:20,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 64
XI AK 4,Rabu,7-8,11:20,13:40,CLASS,Konsentrasi AK,"Ninik Sriwidayati, S.Pd., M.Pd",R 64
XI AK 4,Rabu,9-10,13:40,15:00,CLASS,Konsentrasi AK,"Indayah, S.Pd., M.Pd",R 64
XI AK 4,Kamis,1-2-3-4,07:00,09:40,CLASS,Konsentrasi AK,"Titin Sukmasari, S.Pd., M.Pd",Lab. AK ATAS
XI AK 4,Kamis,5-6-7,10:00,12:00,CLASS,Bahasa Indonesia,"Siti Khoiriyah, S.Pd",R 64
XI AK 4,Kamis,8-9-10,13:00,15:00,CLASS,Matematika,"Basuki Sarjono, S.Pd",R 64
XI AK 4,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI AK 4,Jumat,2-3,07:30,08:30,CLASS,PJOK,"Agus Fahruddy, S.Pd., M.Pd",LAP
XI AK 4,Jumat,4-5-6-7-8-9,08:30,13:30,CLASS,Konsentrasi AK,"Septiani, S.Pd.,M.Pd",Lab. AK ATAS
XI AK 4,Jumat,10-11-12,13:30,15:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Muashofah, M.Pd",R 64
XI ULW,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI ULW,Senin,2-3-4,07:40,09:40,CLASS,Bahasa Indonesia,"Purwati,S.Pd",Lab. UPW 2 (Ticketing)
XI ULW,Senin,5-6-7-8,10:00,13:40,CLASS,Konsentrasi ULW,"Risqi Nur Imama, S.Tr.Par",Lab. UPW 1 (Guiding)
XI ULW,Senin,9-10,13:40,15:00,CLASS,Bahasa Inggris,"Fitria Renytasari, S.Pd",Lab. UPW 2 (Ticketing)
XI ULW,Selasa,1-2,07:00,08:20,CLASS,Bahasa Inggris,"Fitria Renytasari, S.Pd",Lab. UPW 2 (Ticketing)
XI ULW,Selasa,3-4-5-6,08:20,11:20,CLASS,Konsentrasi ULW,"Risqi Nur Imama, S.Tr.Par",Lab. UPW 1 (Guiding)
XI ULW,Selasa,7-8,11:20,13:40,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Nur Nastutisari, S.ST.Par.",Lab. UPW 1 (Guiding)
XI ULW,Selasa,9-10,13:40,15:00,CLASS,Sejarah,"Erna Qoriah, S.E.",Lab. UPW 2 (Ticketing)
XI ULW,Rabu,1-2,07:00,08:20,CLASS,Bahasa Jepang,"Sulistyowati, SS",Lab. UPW 2 (Ticketing)
XI ULW,Rabu,3-4-5,08:20,10:40,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Nur Nastutisari, S.ST.Par.",Lab. UPW 2 (Ticketing)
XI ULW,Rabu,6-7-8,10:40,13:40,CLASS,Konsentrasi ULW,"Nur Nastutisari, S.ST.Par.",Lab. UPW 2 (Ticketing)
XI ULW,Rabu,9-10,13:40,15:00,CLASS,Bahasa Jawa,"Ajeng Okvitasari, S.Pd",Lab. UPW 2 (Ticketing)
XI ULW,Kamis,1-2,07:00,08:20,CLASS,PJOK,"Bella Prakoso, S.Pd",Lapangan
XI ULW,Kamis,3-4-5,08:20,10:40,CLASS,Matematika,"Dwi Nova Setyandari, S.Pd",Lab. UPW 2 (Ticketing)
XI ULW,Kamis,6-7-8,10:40,13:40,CLASS,Konsentrasi ULW,"Nur Nastutisari, S.ST.Par.",Lab. UPW 2 (Ticketing)
XI ULW,Kamis,9-10,13:40,15:00,CLASS,Bahasa Jepang,"Sulistyowati, SS",Lab. UPW 2 (Ticketing)
XI ULW,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI ULW,Jumat,2-3-4,07:30,09:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Muashofah, M.Pd",Lab. UPW 2 (Ticketing)
XI ULW,Jumat,5-6-7-8,09:00,11:20,CLASS,Konsentrasi ULW,"Risqi Nur Imama, S.Tr.Par",Lab. UPW 1 (Guiding)
XI ULW,Jumat,9-10,13:00,14:00,CLASS,BK,"Niken Hari Pratiwi, S.Psi., M.Pd",Lab. UPW 2 (Ticketing)
XI ULW,Jumat,11-12,14:00,15:00,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",Lab. UPW 2 (Ticketing)
XI DKV 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI DKV 1,Senin,2-3,07:40,09:00,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 17
XI DKV 1,Senin,4-5-6,09:00,11:20,CLASS,Konsentrasi DKV,"Danang Anjar Hymawanto, S.Pd",Lab. DKV Komputer
XI DKV 1,Senin,7-8-9-10,11:20,15:00,CLASS,Konsentrasi DKV,"Istiana Suhartati, S.T",Lab. DKV Komputer
XI DKV 1,Selasa,1-2-3,07:00,09:00,CLASS,Konsentrasi DKV,"Agus Pramono, S.Sn",R 17
XI DKV 1,Selasa,4-5-6,09:00,11:20,CLASS,Konsentrasi DKV,"Khoyrotun Hisani, S.Sn",R 17
XI DKV 1,Selasa,7-8,11:20,13:40,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Mas'an Widodo, S.Pd. M.T",R 17
XI DKV 1,Selasa,9-10,13:40,15:00,CLASS,Sejarah,"Indriati, S.Pd",R 17
XI DKV 1,Rabu,1-2,07:00,08:20,CLASS,BK,"Astra Bella Flamboyan, S.Psi",R 17
XI DKV 1,Rabu,3-4-5,08:20,10:40,CLASS,Konsentrasi DKV,"Khoyrotun Hisani, S.Sn",Lab. DKV Komputer
XI DKV 1,Rabu,6-7,10:40,12:00,CLASS,Konsentrasi DKV,"Danang Anjar Hymawanto, S.Pd",Lab. DKV Komputer
XI DKV 1,Rabu,8-9-10,13:00,15:00,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Mas'an Widodo, S.Pd. M.T",Lab. DKV Produksi
XI DKV 1,Kamis,1-2,07:00,08:20,CLASS,PJOK,"Ilham Sungeidi, S.Pd",LAP
XI DKV 1,Kamis,3-4,08:20,09:40,CLASS,Bahasa Jawa,"Khoyrotun Hisani, S.Sn",R 17
XI DKV 1,Kamis,5-6-7,10:00,12:00,CLASS,Bahasa Indonesia,"Endang Safitri, S.Pd",R 17
XI DKV 1,Kamis,8-9-10,13:00,15:00,CLASS,Matematika,"Elysa Yuli Nur'aini, S.Si",R 17
XI DKV 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI DKV 1,Jumat,2-3-4-5,07:30,09:30,CLASS,Mapel Pilihan DKV,"Endik Kuswantoro, S.Kom.,M.T",Lab. DKV Komputer
XI DKV 1,Jumat,6-7,09:50,10:50,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 17
XI DKV 1,Jumat,8-9-10,10:50,14:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Sinta Lestari, S.Pd.I",R 17
XI DKV 1,Jumat,11-12,14:00,15:00,CLASS,Pendidikan Pancasila,"Abdul Rohman, S.Pd",R 17
XI DKV 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI DKV 2,Senin,2-3,07:40,09:00,CLASS,BK,"Astra Bella Flamboyan, S.Psi",R 18
XI DKV 2,Senin,4-5-6,09:00,11:20,CLASS,Konsentrasi DKV,"Khoyrotun Hisani, S.Sn",R 18
XI DKV 2,Senin,7-8,11:20,13:40,CLASS,Bahasa Jawa,"Khoyrotun Hisani, S.Sn",R 18
XI DKV 2,Senin,9-10,13:40,15:00,CLASS,Pendidikan Pancasila,"Abdul Rohman, S.Pd",R 18
XI DKV 2,Selasa,1-2-3,07:00,09:00,CLASS,Konsentrasi DKV,"Khoyrotun Hisani, S.Sn",Lab. DKV Komputer
XI DKV 2,Selasa,4-5-6-7,09:00,12:00,CLASS,Konsentrasi DKV,"Istiana Suhartati, S.T",Lab. DKV Komputer
XI DKV 2,Selasa,8-9-10,13:00,15:00,CLASS,Konsentrasi DKV,"Danang Anjar Hymawanto, S.Pd",Lab. DKV Komputer
XI DKV 2,Rabu,1-2,07:00,08:20,CLASS,Konsentrasi DKV,"Danang Anjar Hymawanto, S.Pd",R 18
XI DKV 2,Rabu,3-4-5,08:20,10:40,CLASS,Bahasa Indonesia,"Endang Safitri, S.Pd",R 18
XI DKV 2,Rabu,6-7,10:40,12:00,CLASS,PJOK,"Ilham Sungeidi, S.Pd",Lapangan
XI DKV 2,Rabu,8-9-10,13:00,15:00,CLASS,Matematika,"Elysa Yuli Nur'aini, S.Si",R 18
XI DKV 2,Kamis,1-2-3,07:00,09:00,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Mas'an Widodo, S.Pd. M.T",R 18
XI DKV 2,Kamis,4-5,09:00,10:40,CLASS,Sejarah,"Indriati, S.Pd",R 18
XI DKV 2,Kamis,6-7,10:40,12:00,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 18
XI DKV 2,Kamis,8-9-10,13:00,15:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Sinta Lestari, S.Pd.I",R 18
XI DKV 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI DKV 2,Jumat,2-3,07:30,08:30,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Mas'an Widodo, S.Pd. M.T",R 18
XI DKV 2,Jumat,4-5,08:30,09:30,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 18
XI DKV 2,Jumat,6-7-8-9,09:50,13:30,CLASS,Mapel Pilihan DKV,"Endik Kuswantoro, S.Kom.,M.T",Lab. DKV Komputer
XI DKV 2,Jumat,10-11-12,13:30,15:00,CLASS,Konsentrasi DKV,"Agus Pramono, S.Sn",R 18
XI PSPT 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI PSPT 1,Senin,2-3-4,07:40,09:40,CLASS,Bahasa Indonesia,"Umi Kulsum, S.Pd",R 40
XI PSPT 1,Senin,5-6,10:00,11:20,CLASS,Konsentrasi PSPT,"Benny Mamora, S.Kom",Lab. PSPT Editing
XI PSPT 1,Senin,7-8-9-10,11:20,15:00,CLASS,Konsentrasi PSPT,"Joko Priyanto, S.Kom",Lab. PSPT Studio
XI PSPT 1,Selasa,1-2,07:00,08:20,CLASS,Konsentrasi PSPT,"Sa'ad Wazis Hiedayat, S.Pd",Lab. PSPT Editing
XI PSPT 1,Selasa,3-4,08:20,09:40,CLASS,Konsentrasi PSPT,"Sa'ad Wazis Hiedayat, S.Pd",Lab. PSPT Editing
XI PSPT 1,Selasa,5-6,10:00,11:20,CLASS,Konsentrasi PSPT,"Joko Priyanto, S.Kom",Lab. PSPT Studio
XI PSPT 1,Selasa,7-8,11:20,13:40,CLASS,Konsentrasi PSPT,"Joko Priyanto, S.Kom",Lab. PSPT Studio
XI PSPT 1,Selasa,9-10,13:40,15:00,CLASS,BK,"Winarsih, S.Pd, M.Pd",R 40
XI PSPT 1,Rabu,1-2-3-4,07:00,09:40,CLASS,Konsentrasi PSPT,"Tuhu Eries Kudori, S.Sn",Lab. PSPT Editing
XI PSPT 1,Rabu,5-6,10:00,11:20,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 40
XI PSPT 1,Rabu,7-8,11:20,13:40,CLASS,Pendidikan Pancasila,"Fitri Amaliyah, S.Pd",R 40
XI PSPT 1,Rabu,9-10,13:40,15:00,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Siti Umiharsih, S.Pd",R 40
XI PSPT 1,Kamis,1-2-3-4,07:00,09:40,CLASS,Mapel Pilihan PSPT,"Tuhu Eries Kudori, S.Sn",Lab. PSPT Editing
XI PSPT 1,Kamis,5-6-7,10:00,12:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,Dra. Hanik Pangestuti,R 40
XI PSPT 1,Kamis,8-9-10,13:00,15:00,CLASS,Matematika,"Ajeng Okvitasari, S.Pd",R 40
XI PSPT 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
XI PSPT 1,Jumat,2-3,07:30,08:30,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 40
XI PSPT 1,Jumat,4-5,08:30,09:30,CLASS,Sejarah,Dra. Anik Indriani,R 40
XI PSPT 1,Jumat,6-7,09:50,10:50,CLASS,PJOK,"Bella Prakoso, S.Pd",Lapangan
XI PSPT 1,Jumat,8-9,10:50,13:30,CLASS,Bahasa Jawa,"Erna Qoriah, S.E.",R 40
XI PSPT 1,Jumat,10-11-12,13:30,15:00,CLASS,"Kreativitas, Inovasi, dan Kewirausahaan","Siti Umiharsih, S.Pd",R 40
XI PSPT 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
XI PSPT 2,Senin,2-3-4,07:40,09:40,CLASS,Matematika,"Eko Saputro, S.Pd",R 41
